"","codmpio","Municipio","Depto","subregion","CTEP","nbi","iga_total","desemp_fisc","GAI","conflict_index","acciones_belicas","secuestro","ataques","ase_desap","coca","mineria_ilegal","pob_censo2018_2023","pob_rural_censo2018_2023","part_senado_urbano","part_camara_urbano","part_senado_rural","part_camara_rural","secciones_rurales","RAP"
"243",68276,"Floridablanca","Santander","Provincia De Soto",0,12.999532699585,68.33733464887,69.8945804313889,2,-1.02891970916245,8,17,0,193,0,0,241910,8742,56.2437084074721,56.2964897674899,51.0029498525074,51.0914454277286,5,"RAP Gran Santander"
"244",68296,"Galán","Santander","Serrania De Los Yariguies",0,45.7716369628906,63.9156445666318,60.7289618975758,0,-0.432101786388582,6,8,0,13,0,0,2155,1459,42.3876592890677,42.3205902079142,55.2023121387283,55.3949903660886,2,"RAP Gran Santander"
"245",15466,"Monguí","Boyacá","Altiplano Cundiboyacense",0,25.8956623077393,55.0836887303579,56.3313804293382,0,-0.995981298212224,NA,NA,NA,NA,0,0,3070,1268,47.5580464371497,47.5046704029891,0,0,2,"RAP (E) Central"
"246",15469,"Moniquirá","Boyacá","Altiplano Cundiboyacense",0,33.8577117919922,64.6514154930058,63.4165091937309,0,-0.815043217169395,9,4,0,35,0,0,17471,7980,49.5501893939394,49.5797821969697,41.4634146341463,41.4634146341463,4,"RAP (E) Central"
"247",15476,"Motavita","Boyacá","Altiplano Cundiboyacense",0,37.9889678955078,55.3917092491902,58.6698380593462,0,-0.965107964436409,0,1,0,1,0,0,3841,3178,57.5839920948617,57.5345849802372,57.5949367088608,57.5949367088608,2,"RAP (E) Central"
"248",50330,"Mesetas","Meta","Ariari Guayabero",1,82.533317565918,64.5495602681268,58.8568636466427,12,4.0901185752818,273,62,0,471,0,0,7197,4185,38.2937969647856,38.2348607632238,37.4446552814674,37.4446552814674,2,"RAP (E) Central"
"249",68092,"Betulia","Santander","Magdalena Medio",0,40.9808349609375,57.7107296945278,63.6983549760462,0,-0.0100938413307892,19,6,0,85,0,0,4285,3089,43.8038793103448,43.8577586206897,51.6461721539072,51.6461721539072,3,"RAP Gran Santander"
"250",15480,"Muzo","Boyacá","Altiplano Cundiboyacense",0,43.2183074951172,54.8640148403989,60.229722581695,0,-0.331829867175255,1,0,0,126,0,0,6209,2142,51.6065474386178,51.5913913307063,52.5801952580195,52.7196652719665,1,"RAP (E) Central"
"251",27073,"Bagadó","Chocó","Atrato",0,69.2323379516602,49.4234587262114,54.3868714816697,10,2.39492672127657,25,76,16,72,0,287.68,6314,4845,38.7987835783071,39.6857577293462,59.8414179104478,55.0839552238806,1,"RAP Pacífico"
"252",68307,"Girón","Santander","Provincia De Soto",0,18.9403800964355,64.9312527072564,71.9167380773944,1,-0.673060622844946,44,15,0,330,0,0,129964,13818,52.3786856060245,52.4015346972971,55.2079154967242,55.1945447252306,9,"RAP Gran Santander"
"253",15491,"Nobsa","Boyacá","Altiplano Cundiboyacense",0,12.3584032058716,65.9138430642068,84.9720620641625,0,-0.875977895105175,0,11,0,3,0,0,12207,7802,62.2350674373796,62.2046445593753,66.4569215876089,66.5053242981607,3,"RAP (E) Central"
"254",68318,"Guaca","Santander","Provincia De Garcia Rovira",0,49.8543434143066,54.2937227008121,55.6369761139175,0,-0.389551855074893,18,7,3,25,0,0,4327,3026,52.4381095273818,52.4006001500375,53.8080731150038,53.8080731150038,2,"RAP Gran Santander"
"255",15494,"Nuevo Colón","Boyacá","Altiplano Cundiboyacense",0,31.2071552276611,60.6844593042926,63.2600576956807,0,-0.987806219059389,0,0,0,1,0,0,3829,2966,46.3968837913871,46.3752434537979,0,0,2,"RAP (E) Central"
"256",17388,"La Merced","Caldas","Eje Cafetero",0,32.6557350158691,68.0930021804928,58.0153848406863,0,-0.058938339674533,1,3,0,110,0,0,4636,2619,52.9616724738676,52.9616724738676,58.5120949338202,58.5120949338202,1,"RAP Eje Cafetero"
"257",85015,"Chameza","Casanare","Piedemonte Llanero",0,33.8854827880859,47.7936962616416,63.9096682396693,0,8.48989302814432,52,93,1,81,0,0,1835,735,70.4448507007922,70.4448507007922,0,0,1,"RAP Llanos"
"258",25473,"Mosquera","Cundinamarca","Altiplano Cundiboyacense",0,32.9976768493652,76.9989061162649,78.2735056929904,0,-0.997951303103749,1,5,0,10,0,0,121395,1303,55.7161712023129,55.7381685626296,0,0,6,"RAP (E) Central"
"259",63111,"Buenavista","Quindío","Eje Cafetero",0,25.6732368469238,62.4962703867948,57.3979820930253,0,-0.992005943275166,2,0,0,7,0,0,2348,1329,48.986083499006,48.9065606361829,50.7418397626113,50.7418397626113,1,"RAP Eje Cafetero"
"260",17001,"Manizales","Caldas","Eje Cafetero",0,12.3672313690186,72.0212782623589,69.5188425862139,2,-0.833241117057984,12,37,0,441,0,0,367059,17901,55.0449280069287,55.1102025740468,47.7605603905753,48.0294346564777,18,"RAP Eje Cafetero"
"261",17433,"Manzanares","Caldas","Eje Cafetero",0,32.1796684265137,70.3940941350478,59.2770750856046,0,-0.593386537080468,2,4,0,174,0,0,13445,5013,46.2894659191502,46.2673354971968,54.871546291808,54.7746000969462,3,"RAP Eje Cafetero"
"262",85230,"Orocué","Casanare","Llanos Orientales",0,66.4955902099609,60.9249117958454,73.9175855229197,0,-0.455210605309601,58,4,0,31,0,0,7938,3985,48.8368256063356,48.8863223890447,54.4592030360531,54.7122074636306,3,"RAP Llanos"
"263",25486,"Nemocón","Cundinamarca","Altiplano Cundiboyacense",0,26.65744972229,64.2185504493532,63.7600828827546,0,-0.629214421698376,4,1,4,0,0,0,10743,4634,55.1361068310221,55.1489470980996,53.3028122956181,53.3028122956181,2,"RAP (E) Central"
"264",13042,"Arenal","Bolívar","Magdalena Medio",1,73.8560638427734,50.1330884789084,53.4103526729291,8,-0.431551753272874,10,20,0,104,104.58,46.04,5119,2122,46.1799276672694,47.9656419529837,63.536316947909,63.0961115187087,3,"RAP Caribe"
"265",95025,"El Retorno","Guaviare","Ariari Guayabero",1,95.7748947143555,67.3233211049234,58.9366989214531,17,1.26373950488117,103,42,3,464,1648.79,0,8807,6174,57.9574468085106,58.2127659574468,65.684029765312,65.6554092730395,4,"RAP Amazonia"
"266",41013,"Agrado","Huila","Sur Del Huila",0,46.6336326599121,59.7543611778369,57.2732532283476,0,-0.98872751141691,0,1,0,10,0,0,6061,2094,53.3818493150685,53.3818493150685,0,0,2,"RAP (E) Central"
"267",5306,"Giraldo","Antioquia","Occidente Antioqueño",0,46.8232192993164,62.2325890716693,58.1141560929189,0,0.177020928125148,4,14,0,49,0,0,4125,2356,57.7647422043841,57.7029947514665,51.152579582876,51.152579582876,2,"RAP del Agua y la Montaña"
"268",68320,"Guadalupe","Santander","Provincia Comunera",0,29.9631614685059,67.9408174603448,63.5398923396196,0,-1.04448432950466,1,1,0,7,0,0,3410,1980,44.5810055865922,44.5530726256983,48.1818181818182,48.0519480519481,3,"RAP Gran Santander"
"269",54128,"Cachirá","Norte de Santander","Provincia De Ricaurte",0,54.1658744812012,59.74081472859,53.6274673152591,0,1.05707261252981,48,28,4,221,0,0,7703,6188,48.2408414943779,48.2045701849837,50.2136752136752,50.2849002849003,2,"RAP Gran Santander"
"270",17442,"Marmato","Caldas","Eje Cafetero",0,36.4382247924805,66.7244576579693,62.7040229226957,0,-0.645429298041217,8,4,0,39,0,0,6412,5297,31.5764705882353,31.6235294117647,36.1151679532652,36.1568954725642,1,"RAP Eje Cafetero"
"271",66170,"Dosquebradas","Risaralda","Eje Cafetero",0,16.2202262878418,68.7680264938097,68.5587703795462,1,-1.09171062429156,0,4,0,146,0,0,179352,7524,51.3741294815579,51.4856848078411,49.49924887331,49.7245868803205,8,"RAP Eje Cafetero"
"272",15507,"Otanche","Boyacá","Altiplano Cundiboyacense",0,51.0889511108398,59.540008102903,66.0486464353035,0,-0.465804532101613,7,2,0,92,0,0,5656,3028,43.5720097640358,43.5516680227827,52.0320197044335,52.0320197044335,3,"RAP (E) Central"
"273",25488,"Nilo","Cundinamarca","Suroccidente De Cundinamarca",0,31.4997062683105,77.4934875830695,73.6838770566539,0,-0.966856473242247,0,2,0,12,0,0,10407,7200,43.8565022421525,43.8340807174888,44.4444444444444,44.4444444444444,2,"RAP (E) Central"
"274",52083,"Belén","Nariño","Norte De Nariño",0,37.6755104064941,65.7206165047936,59.0900720421602,0,-0.968701159933363,0,3,0,8,0,0,4979,2439,61.7647058823529,61.7888138862102,57.8187650360866,57.738572574178,2,"RAP Pacífico"
"275",5652,"San Francisco","Antioquia","Oriente Antioqueño",0,65.5064849853516,68.5625438119418,59.9455164570458,0,10.9556921056753,203,195,19,419,30.62,0,4087,2037,36.4101514531314,36.348751534998,42.2897196261682,42.3676012461059,1,"RAP del Agua y la Montaña"
"276",15511,"Pachavita","Boyacá","Altiplano Cundiboyacense",0,40.4284858703613,60.7109206125439,60.3724541460796,0,-0.787369149460954,3,3,0,3,0,0,1945,1476,52.0040588533739,52.0040588533739,0,0,2,"RAP (E) Central"
"277",68322,"Guapotá","Santander","Provincia Comunera",0,24.3336505889893,69.7847877526733,60.6051389276658,0,-1.07266886846032,0,0,0,3,0,0,1802,1223,54.136690647482,54.0767386091127,70.7692307692308,70.7692307692308,1,"RAP Gran Santander"
"278",86219,"Colón","Putumayo","Alto Putumayo",0,44.9692611694336,66.321260397086,55.6346245087123,0,-0.9766030279158,6,3,0,8,0,0,4183,1492,64.1304347826087,64.1304347826087,76.3349514563107,76.3349514563107,2,"RAP Amazonia"
"279",5313,"Granada","Antioquia","Oriente Antioqueño",0,36.3480339050293,75.812170872051,55.5128710313628,2,5.73662549170291,171,87,0,775,0,0,6965,2899,39.7561731583841,39.7355098667218,32.7188940092166,32.8725038402458,2,"RAP del Agua y la Montaña"
"280",17444,"Marquetalia","Caldas","Eje Cafetero",0,30.9562759399414,69.2551175604995,59.6109592046313,0,-0.270241561993108,7,10,0,168,0,0,9931,4618,46.5244644026569,46.328000748433,52.6984126984127,53.2275132275132,1,"RAP Eje Cafetero"
"281",15514,"Páez","Boyacá","Oriente De Boyaca",0,39.3947448730469,57.9768016147884,69.7942112740274,0,0.801687737723114,14,28,0,31,0,0,2377,1299,58.4914841849148,58.3941605839416,63.6627906976744,63.6627906976744,3,"RAP (E) Central"
"282",25489,"Nimaima","Cundinamarca","Noroccidente De Cundinamarca",0,47.137622833252,65.401566468582,60.7232589773851,0,-0.772494739025104,6,0,0,22,0,0,3226,2328,54.9602122015915,54.9602122015915,50,50,1,"RAP (E) Central"
"283",25491,"Nocaima","Cundinamarca","Noroccidente De Cundinamarca",0,48.2058525085449,66.7562121866502,62.853026852659,1,-0.707468148364973,4,1,2,14,0,0,5510,3322,48.849252013809,48.9067894131185,0,0,2,"RAP (E) Central"
"284",25245,"El Colegio","Cundinamarca","Suroccidente De Cundinamarca",0,26.0643005371094,69.4510405385068,67.6925693265331,0,-0.556914671096261,6,24,0,97,0,0,22006,11206,46.7016217534447,46.6772344835996,52.6593075765178,52.6843953838435,3,"RAP (E) Central"
"285",70124,"Caimito","Sucre","San Jorge (Cesar)",0,74.5132675170898,52.47438212969,60.343993947372,0,-0.652867763613659,6,7,2,39,0,0,11173,8549,66.0557768924303,66.0358565737052,76.1355443403028,76.1355443403028,3,"RAP Caribe"
"286",76113,"Bugalagrande","Valle del Cauca","Centro Del Valle",0,24.7081394195557,63.4172713617445,69.3274040190233,3,-0.523873767652611,11,12,0,195,0,0,18391,8208,49.6659443842542,49.7742867461177,50.053692876745,49.9224436224794,3,"RAP Pacífico"
"287",25513,"Pacho","Cundinamarca","Noroccidente De Cundinamarca",0,27.7084083557129,76.3585555196516,68.5329801970297,0,-0.804057532794863,10,8,0,47,0,0,20933,8691,46.6280738211865,46.6676562268072,45.9905660377358,45.9905660377358,7,"RAP (E) Central"
"288",25518,"Paime","Cundinamarca","Noroccidente De Cundinamarca",0,58.6753196716309,54.4951416895841,59.8004751306523,0,-0.524690071380757,12,2,0,34,0,0,3449,2747,43.0866807610994,43.0443974630021,53.7562604340568,54.0484140233723,1,"RAP (E) Central"
"289",25524,"Pandi","Cundinamarca","Sumapaz",0,37.8128852844238,67.9520120881687,60.8210722205421,0,-0.661187565808984,5,8,0,11,0,0,4305,2965,46.9114785992218,46.7412451361868,0,0,1,"RAP (E) Central"
"290",25258,"El Peñón","Cundinamarca","Noroccidente De Cundinamarca",0,61.6975173950195,65.1329068103469,56.8869222044052,0,0.172228566073942,10,7,0,87,0,0,3860,3104,45.3200275292498,45.4576737783895,45.343303874915,45.4112848402447,1,"RAP (E) Central"
"291",15516,"Paipa","Boyacá","Altiplano Cundiboyacense",0,18.9068794250488,70.7872216319545,72.9370998284495,0,-0.961043349524224,0,4,0,8,0,0,25994,9531,55.6140131111946,55.6140131111946,66.7668269230769,66.8269230769231,5,"RAP (E) Central"
"292",76122,"Caicedonia","Valle del Cauca","Centro Del Valle",0,22.6655178070068,76.928017322023,61.9567041606273,0,-0.489361254865758,2,15,1,293,0,0,21637,3430,43.6091167139756,43.6174653531474,37.1228070175439,36.6549707602339,3,"RAP Pacífico"
"293",17446,"Marulanda","Caldas","Eje Cafetero",0,27.2608261108398,64.5212838852167,58.0261240629299,0,0.22756312918145,12,7,4,33,0,0,1892,1165,50.392464678179,50.392464678179,47.7668433005299,47.9939439818319,2,"RAP Eje Cafetero"
"294",85136,"La Salina","Casanare","Piedemonte Llanero",0,70.7397232055664,48.074539462096,59.8980843038918,0,-0.502105313781104,16,1,0,12,0,0,860,422,62.1039290240811,62.1039290240811,0,0,2,"RAP Llanos"
"295",54125,"Cácota","Norte de Santander","Suroccidente De Norte De Santander",0,46.092399597168,66.208882032499,58.7472127148105,0,-0.485579562294414,16,6,0,5,0,0,2095,1342,60.3046168491195,60.3046168491195,50.5376344086022,50.5376344086022,2,"RAP Gran Santander"
"296",18094,"Belén de Los Andaquies","Caquetá","Florencia Y Area De Influencia",1,49.067211151123,60.300498654776,55.0338396796235,1,1.40409742570324,45,42,1,313,13.27,0,7361,2428,44.4314337756961,44.4704657819412,0,0,1,"RAP Amazonia"
"297",68327,"Güepsa","Santander","Provincia De Velez",0,38.8061141967773,67.4360961530472,61.0890182806986,0,-0.647342357804363,1,3,0,34,0,0,4054,1498,44.964200477327,44.964200477327,0,0,2,"RAP Gran Santander"
"298",68344,"Hato","Santander","Serrania De Los Yariguies",0,50.1351013183594,67.2576589905664,60.7150034124194,0,-0.643265388978724,1,1,0,20,0,0,1744,1186,48.2432432432432,48.2432432432432,61.455525606469,61.455525606469,1,"RAP Gran Santander"
"299",47170,"Chivolo","Magdalena","Cienaga Grande De Santa Marta",0,70.6174774169922,50.516336802013,55.8283012287624,0,0.159629661816709,21,9,0,314,0,0,15651,6173,60.15625,59.6643518518519,60.8019357068787,59.9032146560664,2,"RAP Caribe"
"300",73200,"Coello","Tolima","Norte Del Tolima",0,49.1367263793945,68.9466976841042,67.5013595554153,0,-0.787779379376244,17,5,0,27,0,0,6147,4941,47.3454301075269,47.1102150537634,53.5657370517928,53.5458167330677,2,"RAP (E) Central"
"301",25535,"Pasca","Cundinamarca","Sumapaz",0,30.6824359893799,65.4217049451133,62.7263668009288,0,-0.392093675775461,23,7,3,22,0,0,7557,4664,46.4392268776754,46.4392268776754,0,0,4,"RAP (E) Central"
"302",50577,"Puerto Lleras","Meta","Ariari Guayabero",1,63.3180885314941,76.5115558216628,67.2193053840512,11,7.78937589159433,231,50,48,429,0,0,7027,4312,40.2672989868506,40.3104117266652,48.21133736929,48.1012658227848,1,"RAP (E) Central"
"303",13440,"Margarita","Bolívar","Sur De Bolivar",0,77.9710464477539,45.6674636596015,50.584640025314,0,-0.731661060762021,0,1,0,45,0,0,7777,6585,40.7723577235772,40.7317073170732,58.3262290423416,58.2978118783745,1,"RAP Caribe"
"304",18150,"Cartagena del Chairá","Caquetá","Caguan",1,65.9082641601562,51.4065339864123,65.8374536135803,12,2.94102130526016,268,141,5,440,304.36,0,19269,8340,25.5075580292202,25.5391815824426,18.3308042488619,18.3308042488619,3,"RAP Amazonia"
"305",13667,"San Martín de Loba","Bolívar","Sur De Bolivar",0,73.0334243774414,52.2501405383987,52.4214883225746,2,1.25045335461522,31,26,16,104,2.45,309.54,9645,5031,51.9865122416068,51.9278698138103,60.0434572670208,60.1158860453887,1,"RAP Caribe"
"306",25572,"Puerto Salgar","Cundinamarca","Magdalena Medio",0,31.1515369415283,59.6666401978842,69.5446448263232,0,-0.620381408350828,4,6,0,109,0,0,13513,3013,40.5015197568389,40.4930766632894,47.1080669710807,47.4885844748858,2,"RAP (E) Central"
"307",68370,"Jordán","Santander","Provincia De Guanenta",0,59.8260765075684,59.0457661544249,57.7982288009678,0,-1.13980967222674,NA,NA,NA,NA,0,0,952,835,61.0714285714286,61.0714285714286,61.875,61.875,1,"RAP Gran Santander"
"308",41026,"Altamira","Huila","Sur Del Huila",0,28.3325462341309,65.5662187681125,62.8933503063183,0,-0.468915747053742,3,5,0,28,0,0,3251,1458,47.910592808552,48.2021379980564,0,0,3,"RAP (E) Central"
"309",86573,"Leguízamo","Putumayo","Bajo Putumayo",1,62.2866706848145,54.1289873783031,57.9654585841426,33,1.44986615484259,133,72,0,274,1924.43,0,18773,9543,36.6849960722702,36.641354630357,32.9663608562691,32.8746177370031,2,"RAP Amazonia"
"310",25580,"Pulí","Cundinamarca","Altiplano Cundiboyacense",0,48.2264938354492,57.6235107419873,61.2957643519789,0,-0.0572481895733798,18,2,0,42,0,0,2791,1972,41.3778162911612,41.1178509532062,52.4953789279113,52.6802218114603,2,"RAP (E) Central"
"311",68377,"La Belleza","Santander","Provincia De Velez",0,39.3147926330566,58.6649900549482,65.9682133648436,0,-0.667256517808506,20,6,0,35,0,0,4546,3073,48.0940594059406,48.019801980198,55.6139198949442,55.6795797767564,3,"RAP Gran Santander"
"312",68397,"La Paz","Santander","Provincia De Velez",0,39.9450454711914,45.6531911849637,59.5838985945342,0,-0.379293947978168,6,4,0,66,0,0,3808,3078,38.7111311401532,38.7111311401532,49.9744506898314,49.8211548288196,3,"RAP Gran Santander"
"313",76126,"Calima","Valle del Cauca","Centro Del Valle",0,25.0476512908936,51.1531857908632,65.2346533313032,0,-0.482235532910439,11,23,0,114,45.1,9.16,13571,4776,40.49008168028,40.5095293660054,40.5363186670138,40.5883884405103,2,"RAP Pacífico"
"314",63212,"Córdoba","Quindío","Eje Cafetero",0,26.1835689544678,69.3642130684442,58.9498954208416,0,-0.645325024390924,19,2,0,29,0,0,4397,1697,54.2503863987635,54.5401854714065,0,0,2,"RAP Eje Cafetero"
"315",86001,"Mocoa","Putumayo","Medio Putumayo",0,42.4528884887695,56.4668836084617,55.5855202440787,6,-0.0111473306684828,75,50,0,301,44.97,69.74,44419,12991,52.7774419729207,52.9829545454545,61.2678192296027,61.2678192296027,6,"RAP Amazonia"
"316",81220,"Cravo Norte","Arauca","Llanos Orientales",0,55.6058120727539,64.7044284116997,64.5260600906657,5,1.74772762970855,31,15,4,114,0,0,2980,949,51.6014234875445,51.683547768957,0,0,3,"RAP Llanos"
"317",20032,"Astrea","Cesar","Serrania Del Perija",0,70.4952774047852,53.5864543907705,60.2786606347169,0,-0.522774206268428,1,9,0,149,0,0,13800,6279,49.955595026643,49.9378330373002,58.4452975047985,58.4133077415227,3,"RAP Caribe"
"318",5145,"Caramanta","Antioquia","Suroeste Antioqueño",0,31.2127857208252,67.5368815603137,55.6938423266413,0,0.121900581724714,16,4,1,82,0,0,3756,1756,33.7721518987342,33.7721518987342,36.1788617886179,36.1788617886179,3,"RAP del Agua y la Montaña"
"319",15518,"Pajarito","Boyacá","Oriente De Boyaca",0,41.8007583618164,58.9419353488262,58.5473240767336,4,2.78762386841614,61,15,10,50,0,0,1742,975,43.7025796661609,43.7025796661609,44.5623342175066,44.5623342175066,2,"RAP (E) Central"
"320",25592,"Quebradanegra","Cundinamarca","Noroccidente De Cundinamarca",0,44.689769744873,67.180010844982,61.9926649610668,0,-0.417028727184182,3,1,0,51,0,0,4150,3423,57.8080229226361,57.8080229226361,62.5804010594022,62.7695800227015,1,"RAP (E) Central"
"321",68160,"Cepitá","Santander","Provincia De Guanenta",0,69.3509902954102,56.8004692347384,57.7006374623893,0,-0.646431721288147,1,4,0,8,0,0,1501,1012,54.4423440453686,54.4423440453686,68.5534591194968,68.5534591194968,2,"RAP Gran Santander"
"322",76130,"Candelaria","Valle del Cauca","Sur Del Valle",0,20.5480937957764,74.495251051088,70.2434777366323,1,-0.433896295186472,3,24,7,69,0,0,67822,48413,45.4839135021097,45.5069883966245,54.3943168644089,54.3992501418317,1,"RAP Pacífico"
"323",76147,"Cartago","Valle del Cauca","Norte Del Valle",0,18.2332000732422,76.3275709504972,63.9690655643658,2,-1.01786727034475,2,7,0,302,0,0,105501,3333,44.5564233924022,44.5928165504885,42.6453243470935,42.7801179443976,7,"RAP Pacífico"
"324",63272,"Filandia","Quindío","Eje Cafetero",0,23.2424659729004,78.8583707757891,64.3124978502183,0,-1.06018067880123,1,2,0,9,0,0,9872,4110,50.4406210658833,50.9022240872849,55.5882352941176,55.1960784313725,4,"RAP Eje Cafetero"
"325",15215,"Corrales","Boyacá","Altiplano Cundiboyacense",0,30.761604309082,69.4241872516643,61.5405395848553,0,-0.817414265056071,0,2,0,3,0,0,1941,677,56.2053571428571,56.0714285714286,0,0,3,"RAP (E) Central"
"326",44090,"Dibulla","La Guajira","Sierra Nevada De Santa Marta",1,72.9658584594727,60.0306989615149,64.8762009971663,3,0.347010473575666,34,37,0,530,0,1.91,26656,22579,43.4994319104042,43.515663041714,47.9803144573693,48.0186629170395,2,"RAP Caribe"
"327",13268,"El Peñón","Bolívar","Sur De Bolivar",0,72.8620300292969,48.2801917547564,50.8046999674633,0,-0.854405106641126,0,1,0,16,0,0,5233,3292,53.1887755102041,53.156887755102,63.1665569453588,63.0019749835418,2,"RAP Caribe"
"328",15531,"Pauna","Boyacá","Altiplano Cundiboyacense",0,55.1392288208008,65.5475385895922,59.2075582997073,0,-0.461761448943283,33,0,0,56,0,0,5455,3693,45.3914919852035,45.3914919852035,40.9638554216867,40.9638554216867,4,"RAP (E) Central"
"329",66318,"Guática","Risaralda","Eje Cafetero",0,27.3970508575439,71.0575954216407,56.7619316740638,1,0.20004098747032,36,45,1,161,0,0,9280,6116,48.2238010657194,48.238602723505,48.3826754385965,48.3826754385965,3,"RAP Eje Cafetero"
"330",95001,"San José del Guaviare","Guaviare","Ariari Guayabero",1,61.5070343017578,75.9346777103531,64.8941968509016,53,3.13277578292237,335,155,0,1546,1286.59,0,38398,9927,54.6854253185298,54.6628245331525,65.7063197026022,65.7527881040892,3,"RAP Amazonia"
"331",25288,"Fúquene","Cundinamarca","Altiplano Cundiboyacense",0,25.0054512023926,64.3356960801654,63.6163541782777,0,-0.993414403948596,0,1,0,0,0,0,4119,3610,43.8749359302922,43.8236801640185,48,48,1,"RAP (E) Central"
"332",13650,"San Fernando","Bolívar","Sur De Bolivar",0,75.5569534301758,49.1013833007099,47.8604014882821,0,-0.952123537508698,0,1,0,7,0,0,8645,7205,44.2493415276558,44.8200175592625,63.6482724742099,63.369903389553,2,"RAP Caribe"
"333",25596,"Quipile","Cundinamarca","Altiplano Cundiboyacense",0,48.6548843383789,64.4467394615706,59.9546083812367,0,-0.29900749284105,21,6,0,72,0,0,5447,4433,44.3953268077044,44.426902431323,47.9223433242507,47.7520435967302,2,"RAP (E) Central"
"334",15533,"Paya","Boyacá","Altiplano Cundiboyacense",0,85.4941177368164,58.1036391196146,60.3802006707103,1,-0.370723915894202,12,0,0,27,0,0,1721,1284,66.9222343921139,66.9222343921139,58.4905660377358,58.4905660377358,1,"RAP (E) Central"
"335",19022,"Almaguer","Cauca","Macizo Colombiano",0,78.8907241821289,51.2996427469287,59.8012619062533,1,-0.13634465972259,19,19,5,61,0,0,13844,13068,36.3880288957688,36.3880288957688,43.0280421919218,42.9379984563931,2,"RAP Pacífico"
"336",73217,"Coyaima","Tolima","Sur Del Tolima",0,85.9256210327148,59.0219982855261,56.1901620030435,1,-0.504434237393076,25,6,0,231,0,2.33,15520,12447,36.8149995976503,36.8874225476784,48.6733001658375,48.6525704809287,1,"RAP (E) Central"
"337",76233,"Dagua","Valle del Cauca","Sur Del Valle",0,29.0941123962402,65.3644100117594,64.3037764239047,7,1.5538491120527,216,65,2,394,33.93,0,35633,26784,40.4551539491299,39.7054886211513,45.9058698234547,46.2745258673657,3,"RAP Pacífico"
"338",25612,"Ricaurte","Cundinamarca","Suroccidente De Cundinamarca",0,42.229621887207,73.3171135972511,76.0658218665176,0,-0.933991608607462,2,1,0,9,0,0,11656,4491,43.2901223297426,43.2444769034143,0,0,2,"RAP (E) Central"
"339",68385,"Landázuri","Santander","Magdalena Medio",0,55.3836059570312,56.8403972492208,60.5659002235283,0,0.100880429672338,87,3,0,156,0,0,7684,4930,44.2766151046406,44.2766151046406,50.5371210312724,50.5371210312724,2,"RAP Gran Santander"
"340",68406,"Lebríja","Santander","Provincia De Soto",0,29.3438491821289,70.1994405807817,70.9699796792674,0,0.397559294111903,106,35,0,381,0,0,32377,13378,52.8446787239844,52.8310460783423,51.9324796274738,51.9324796274738,3,"RAP Gran Santander"
"341",54172,"Chinácota","Norte de Santander","Suroriente De Norte De Santander",0,27.4434833526611,64.7105726858469,60.7855337807437,3,-0.682688344709278,2,17,0,74,0,0,13980,4802,60.6533101045296,60.6358885017422,55.7729941291585,55.7729941291585,3,"RAP Gran Santander"
"342",5664,"San Pedro","Antioquia","Norte De Antioquia",0,24.0077247619629,70.5726177371578,65.5243887905269,4,-0.0454793592358945,10,18,3,220,0,0,17451,6881,43.03528330077,43.0582691644639,37.3199476211261,37.1890004364906,3,"RAP del Agua y la Montaña"
"343",63302,"Génova","Quindío","Eje Cafetero",0,28.9625453948975,75.2333748203137,63.2468579883128,0,0.271070185672741,46,4,2,132,0,0,5865,2303,51.2946979038224,51.486505000685,30,30.9090909090909,3,"RAP Eje Cafetero"
"344",54174,"Chitagá","Norte de Santander","Suroccidente De Norte De Santander",0,51.3316497802734,66.4125174267942,59.074332163724,4,0.488679163984511,87,29,3,44,0,0,8644,5054,58.7140148250302,58.6795380106878,58.6444007858546,58.6444007858546,2,"RAP Gran Santander"
"345",13620,"San Cristóbal","Bolívar","Canal Del Dique",0,45.9609909057617,39.635509130289,48.9900715216608,0,-0.905688517370981,0,0,0,11,0,0,6100,1532,65.8087544617697,65.8839000563592,60.1374570446735,60.4810996563574,1,"RAP Caribe"
"346",52110,"Buesaco","Nariño","Norte De Nariño",0,55.3813438415527,60.971075060633,62.5975840639548,0,-0.867497432438623,12,14,0,19,0,0,18179,13175,52.7289266221953,52.8704265211239,63.9370932754881,63.9777657266811,4,"RAP Pacífico"
"347",68418,"Los Santos","Santander","Provincia De Soto",0,44.3215866088867,57.5514091507217,64.3875729543508,0,-1.13549306391914,0,0,0,1,0,0,10585,8859,55.3149171270718,55.2707182320442,58.0622009569378,58.0861244019139,2,"RAP Gran Santander"
"348",85250,"Paz de Ariporo","Casanare","Llanos Orientales",0,48.2835388183594,70.0952423510137,69.6545104500402,3,0.3372534398471,82,33,0,364,0,0,24915,7366,53.3733062650489,53.3780274774562,50.4659993096307,50.4659993096307,5,"RAP Llanos"
"349",15537,"Paz de Río","Boyacá","Altiplano Cundiboyacense",0,27.7806167602539,61.935460121346,60.7714948309982,0,-0.938586829624262,0,1,0,3,0,0,3196,1119,52.6605944391179,52.6605944391179,47.741935483871,47.741935483871,1,"RAP (E) Central"
"350",15542,"Pesca","Boyacá","Altiplano Cundiboyacense",0,45.2210807800293,60.3409740540477,60.2318593046455,0,-0.822137629533357,8,5,0,7,0,0,4749,2949,45.3679369250986,45.335085413929,48.3870967741936,48.3870967741936,3,"RAP (E) Central"
