FECHA,COMUNA,ORGANIZACIÓN_COMUNAL,DIRECCIÓN,ORG_RADIO_ACCION,SEDES_SOCIALES,EST_EDUCATIVOS,CENTROS_DE_DESARROL,CASAS_DE_LA_CULTURA,SEDES_ONG,CONDICIONES_DE_OTRAS,CONDICIONES_DE_OTRAS,LEGIMITIMIDAD_BARRIO,LECTURAS_TERRITORIO,SECTORES_RADIO,JUNTA_DIRECTIVA,PART_GRUPOS_POBLACIO,DECISIONES_JUNTADIRECTIVA,DECISIONES_ASAMBLEA,PROYECTOS_EN_EL_AÑO,¿CUÁNTOS_PROYECTOS?,PROYECTO_AÑO_ANTERIOR,RECURSOS_PROPIOS,LIDERA_PROCESOS,ACTIVIDADES_SALUD,ACTIVIDADES_EDUCACIÓN,ACTIVIDADES_INCLUSIÓN,ACTIVIDADES_DEPORTES,ACTIVIDADES_RECREACI,ACTIVIDADES_MEDIO_AM,ACTIVIDADES_PAZ,ACTIVIDADES_CULTURA,OTROS,OTROS:_ENUNCIE_ACTIVIDADES,DIGNATARIOS ACTIVOS,CUENTA_COMISIONES,¿CUÁNTAS?,ACT_LIBRO_DE_AFILIAD,ACT_LIBRO_DE_INVENTA,ACT_LIBRO_DE_TESORER,ACT_LIBRO_DE_ACTAS,OTROS_LIBROS,ACT_OTROS_LIBROS,ESTRATEGIAS_DIVULGAC,REGLAMENTO_INTERNO,ACT_ESTATUTOS,ESPACIOSDELIBERACIÓN,EMPALME_DE_DIGNATARI,EMPALME_PRESIDENTE,EMPALME_VICEPRESIDENTE,EMPALME_TESORERO,EMPALME_SECRETARIO,EMPALME_COORDINADOR,EMPALME_ORGANOFISCAL,EMPALME_ORGANOCONCILIADOR,EMPALME_DELEGADOSASO,INCIDE_DESARROLLO,¿COMO_INCIDE?
17/09/2017,11,FLORIDA LAS MERCEDES,Carrera 69  46-15,NO,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Reuniones informativas, recorridos, voz a voz, washap",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,3,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",,Cursos de inglés,Habitantes de calle,,Gimnasia en parques,"Manejo de basuras, paisajismo, trabajo pedagógico",,Manualidades,,,9,No,No aplica,03/08/2016,En blanco,En blanco,06/07/2016,,,Sí,No,No,Sí,No Empalme,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"En el mejoramiento de la calidad de vida de la comunidad, articulación en los procesos a nivel comunal para solucionar problemáticas del sector"
25/09/2017,11,FLORIDA NUEVA-VELODROMO,Carrera 45B  75-136,SI,No especifica,Bueno,No especifica,Bueno,No especifica,Pastoral de la Salud,Bueno,"Intervención de Parques, atención de inconformidades de la comunidad",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",NO,No,SI,5,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",,"Semilleros infantiles, escuela juvenil",,Justas Deportivas (torneos en diferentes deportes),"Grupo Recreando, Clases de yoga",Recuperación de Parques,,"Danzarines, manualidades, Talleres culturales",,,15,No,No aplica,28/03/2017,,,,,,No,No,No,Sí,No Empalme,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Desde el acompañamiento, formación, credibilidad y acciones aisladas en el territorio "
19/08/2017,05,FRANCISCO ANTONIO ZEA  ETAPA 2 Y 3,cll 92 D 62 B 46,SI,Regular,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,"FIESTA DE LOS NIÑOS, FIESTA NAVIDEÑA, PAZ Y CONVIVENCIA ",SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores, Población en Situación de Discapacidad",NO,No,NO,formulación y gestión de proyectos,NO,Sí,Mejorar condiciones Medioambientales,,,,"CON LA COMISION DE DEPORTES SE REALIZAN DIFERENTES ACTIVIDADES CON LOS NIÑOS, JOVENES, ADULTOS ",,,,,,,10,Sí,4,16--09-2016,20-042017,30-06-2017,,,,Sí,Sí,No,Sí,No Empalme,NO,SI,SI,SI,SI,SI,SI,SI,Sí,CON DIFERENTES ACCIONES QUE SE DESARROLLAN EN EL BARRIO 
04/09/2017,05,FRANCISCO ANTONIO ZEA PRIMERA ETAPA,CLL 91A 65 103,NO,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,ARTICULACIÓN CON LAS DISTINTAS DEPENDENCIAS DE LA ALCALDIA EN LOS PROGRAMAS DE SALUD Y DEPORTES,SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,Sí,SI,2,NO,Sí,Fortalecer la Convivencia,,,NOVENAS NAVIDEÑAS,,"INTEGRACIÓN CON LOS NIÑOS, DÍA DEL NIÑO ",JORNADAS DE LIMPIEZA ,,,,,14,Sí,4,20-05-2017,,04-09-2017,07/06/2017,,,Sí,No,No,Sí,No Empalme,SI,SI,SI,SI,SI,SI,SI,SI,Sí,CON EL TRABAJO EN ARTICULACIÓN CON LAS DEPENDENCIAS PARA RESOLVER LAS PROBLEMÁTICAS DEL BARIO 
31/10/2017,15,GUAYABAL LA COLINITA,Cra 53e n-10 b sur 33,NO,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Eventos donde se fomenta la participación, tenencia responsable de mascotas, pedagogía siembra de arboles, asesoría comerciantes, adulto mayor.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,4,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos",Jornadas para contrarrestar el dengue,Semilleros de participación.,,Barrismo urbano. ,,Eco huertas.,Mesa de paz y convivencia barrismo social.,"Comerciantes programa fomentamos, código de policía. ",,,10,Sí,4,22-05-2013,10-12-08,09-02-2000,27/05/2011,"Bancos,conciliadores.",10-15-2014/ 10 -12 - 2008.,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Involucrando los jóvenes en la participación los niños con el cine películas de pedagogía educacional a cerca de la participaion,con los adultos,mascotas medio ambiente."
19/08/2017,05,HECTOR ABAD,Cra 63 # 103 313,SI,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"donaciones sillas, brigadas de aseo, pintura pasamanos, novenas navideñas, reunión de familias para paseo Tutucan",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,SI,Sí,Mejorar la Infraestructura,brigadas de salud,,,,recreación con los jóvenes del barrio,,,,,,12,Sí,3,20/05/2010,,,19/05/2006,,,Sí,No,No,Sí,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,Sí,gestión de proyectos para el beneficio del barrio
10/10/2017,13,BARRIO LA INDEPENDENCIA SECTOR 3,Cl 39A No. 112 E - 59 Int. 127,SI,Malo,No especifica,No especifica,No especifica,No especifica,Manifiestan que las condiciones de infraestructura son malas,Malo,"""Tenemos 45 niñ@s de los Semilleros de Participación Ciudadana, el recreando, trabajamos conjuntamente con AMI, hogares comunitarios, realizadores de sueños, con el fin de mejorar la calidad de vida de los afiliados y comunidad en general"". ",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto",SI,Sí,SI,10,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promoción y prevención en salud visual y ortodoncia articulados con la secretaria de salud,Se gestionan las becas de Sapiensa,"Se realizan actividades de derechos humanos, donde se promueven los deberes y derechos de todas las poblaciones. ",Articulación con el Inder ,Actividades lúdicas con toda la comunidad y talleres formativos ,Se trabaja articuladamente con con profesionales en ingeniería y arquitectos que los asesora en la planeación de la infraestructura del sector. ,Todas las actividades que realizan tienen un propósito de mejorar los entornos y apostar a la paz ,"Manualidades, Articulación con cultura, fiesta del veinte de julio, de la Antioqueñidad etc. ","Trabaja mucho el tema de la paz, la convivencia y los derechos humanos, la Presidenta es vocera a la inclusión y derechos humanos de la comuna 13 San Javier",Ver lo antes mencionado,14,Sí,5,16/04/2016,01/03/2011,01/07/2017,22/04/2017,N/A,N/A,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"""Con todas las acciones realizadas en el territorio como: talleres de crecimiento personal que incluye a toda la población, manualidades con el fin de fomentar la economía de la mujer, trabaja el tema de sexualidad y autocuidado, realizan piyamadas  pedagógicas, talleres de masoterapia entre otros"" "
15/09/2017,15,JESÚS OBRERO,cra 65-con calle 5- interior 5-125 ,NO,Bueno,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,Información de los diferentes eventos que benefician la comunidades en general desarrolla actividades con los clubes.,SI,Sí,Sí,"Mujeres, Hombres, Adultos, Adultos Mayores",SI,No,NO,formulación y gestión de proyectos,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",campañas de optometría.,acompañamiento a programa sapiencia con las   becas para jóvenes,,Torneos de .,Recreandos,campañas de limpieza para erradicar problemas ambientales,,,,,14,Sí,3,,19- 07-2017,02-11-2004,19/07/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,NO,SI,NO,NO,SI,Sí,"campañas ambientales, en conjunto con la administración, actividades con los clubes de vida, programas de educación entre otros."
18/09/2017,06,BARRIO JOHN F. KENNEDY,Carrera 76 A # 90-07,SI,Regular,Regular,No especifica,Regular,Bueno,No especifica,No especifica,"convencer, transparencia, comvites, recorridos, sensibilizarnos, jornadas de salud, buen vecino (medio ambiente), recreaciones para el adulto mayor, asambleas, facilitaciones de espacios. ",NO,Sí,No,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,No,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Fortalecer la Convivencia","Jornadas de vacunación, jornada visual",servicio social para estudiantes,,"clases gimnacio, pony futbol, ",jornadas recreativas,"manejo y tenencia de mascotas, mantenimiento de zonas verdes, limpieza quebrada.",,capacitación en musica y danza,,Fortalecimiento al telecentro,18,Sí,7,,28-03-2017,,,,,Sí,No,No,Sí,Empalme Parcial,SI,NO,SI,SI,SI,SI,SI,SI,Sí,Mejorando la incidencia y la participación de los habitantes.
21/08/2017,09,JUAN PABLO SEGUNDO ,CR 1C # 48 - 220,NO,Regular,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,NO HA REALIZADO NADA POR FALTA DE COMPROMISO ,NO,No,No,"Mujeres, Hombres, Jóvenes, Adultos Mayores, Victimas del conflicto",NO,No,SI,5,NO,Sí,Mejorar la Infraestructura,,,,,,,,,,,14,Sí,3,,,25 DE JULIO DE 2017,,,,No,No,No,No,No Empalme,NO,NO,NO,NO,NO,NO,NO,NO,No,El técnico social no manifiesta observaciones.
09/10/2017,02,JUNTA DE ACCIÓN COMUNAL PABLO VI,CARRERA 50A No. 117-24,SI,Regular,Bueno,No especifica,No especifica,No especifica,CENTRO INTEGRAL DE FAMILIA,Bueno,"REUNIONES DE MADRES COMUNITARIAS, INTEGRACION CON LA COMUNIDAD, NOVENAS, NATILLA, BUÑUELOS, FIESTA DE LOS NIÑOS EN OCTUBRE HALLOWEEN,  FIESTA DE LOS NIÑOS EN ABRIL, JUSTAS DEPORTIVAS, TOMAS RECREATIVAS  ",SI,Sí,Sí,"Mujeres, Hombres, LGTBI, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto",SI,Sí,SI,2,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","EL ABANICO DE LA SALUD, RED INTEGRAL DE SALUD ","TELECENTRO CLASES DE SISTEMAS, CONTABILIDAD Y FINANZAS, REFUERZOS CONTINUOS  ","TRABAJO CON LA POBLACIÓN LGTBI, ALMUERZO PARA ADULTOS MAYORES","SEMILLEROS, ESCUELAS DE FUTBOL",RECREANDOS,"PAISAJISMO, MANEJO DE RESIDUOS",,"BANDA DE GUERRA, GRUPO DE BAILE",,,12,Sí,4,"16 DE SEP. 2017, FECHA DE INSCRIPCIÓN DEL ULTIMO AFILIADO ",NO LO PRESENTARON,"SE RADICO PQRS EN LA SECRETARIA DE PARTICIPACION CIUDADANA, POR PERDIDA",,NO FUE PRESENTADO,,Sí,Sí,Sí,Sí,Empalme Parcial,NO,SI,SI,SI,SI,SI,SI,SI,Sí,"ATENDIENDO NECESIDADES, ASESORANDO, CRECIMIENTO PERSONAL, MEJORAMIENTO DE LA CALIDAD DE VIDA"
13/10/2017,07,BARRIO LA CASCADA,CALLE 62D #105A-05,SI,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Gestión de obras, eventos lúdicos, talleres, convites.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,1,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales",jornadas de salud,,,,,,,,pl y pp,dinamizacion de las ejecuciones,14,Sí,3,16/04/2016,no registra,,12/10/2017,,,Sí,Sí,No,Sí,Empalme Total,NO,SI,SI,SI,SI,SI,SI,SI,Sí,"Mantiene el tejido social, dinamiza las acciones de la institucionalidad"
13/09/2017,13,LA DIVISA,Cra 99 F No. 49-03,SI,Regular,Bueno,No especifica,No especifica,No especifica,"La sede regulares condiciones, es un espacio muy pequeño para realizar las asambleas y reunir la comunidad",Regular,"""Trabajo social, ayudas comunitarias en obras públicas, convites etc""",SI,Sí,No,"Mujeres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,5,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Brigadas de salud con el apoyo de la secretaria de salud,Con sapiensa,"Se realizan varias actividades entre ellas menciona ""Se esta solicitando unos predios para realizar una iglesia en el sector y estamos esperando la aprobación de la alcaldía""(..) ",Articulación con el Inder,"Varias actividades que realizamos y aunque no se tenga planes de trabajo se hacen estas actividades, se invita a formalizar los planes de trabajo con todas las acciones que ella refiere...",Brigadas de asea,No refiere,No refiere,Ver las antes mencionadas,Ver las antes mencionadas,14,Sí,3,16/04/2017,16/08/2017,22712/2013,10/09/2017,N/A,N/A,Sí,No,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"""con la labor que hacemos en el medio ambiente, brigadas y convites, con las acciones para las victimas del conflicto; como un organismo que respeta los derechos y deberes a la comunidad para su bienestar social"". "
28/09/2017,70,VEREDA LA ESPERANZA SECTOR RURAL DE BELEN,cr 99 # 15 05,NO,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Convites, jornadas de aseo y jornadas deportivas.",NO,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Victimas del conflicto",SI,Sí,SI,4,NO,No,"Mejorar condiciones Medioambientales, Fortalecer la Convivencia",,,,Torneos deportivos,Actividad recreando,  convites de limpieza,,,,,15,Sí,4,02 Abril de 2017,,,,,,Sí,No,No,Sí,Empalme Parcial,SI,NO,NO,NO,NO,NO,NO,NO,Sí,Mejorando la calidad de vida.
28/09/2017,02,BARRIO LA FRONTERA,CARRERA 51 B No. 119-90,SI,Regular,Bueno,No especifica,No especifica,No especifica,CENTRO INTEGRAL BARRIAL,Regular,"LA NAVIDAD, KITS ESCOLARES, JOVENES CAPACITADOS EN EL TELECENTRO, CAPACITACIONES EN INGLES CON EL ITM PARA JOVENES Y ADULTOS, CAPACITACIONES EN MARROQUINERIA CON EL SENA",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,3,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia, EDUCACIÓN, RECREACIÓN, CAPACITACIONES",VACUNACION CONTRA EL MENINGOCOCO PARA 70 ADULTOS  ,CAPACITACIONES EN SISTEMAS BASICO ,BONO ALIMENTARIO,TORNEOS DE BALONCESTO Y MICROFUTBOL,RECREANDOS Y SALIDAS A PARQUES DE DIVERSIÓN CON RECURSOS PROPIOS,COMPOSTAJE Y SEPARACIÓN DE RESIDUOS SÓLIDOS,BARRISMO,"CONVITES PARA PINTAR EL ESCENARIO DEPORTIVO, ACTIVIDADES CULTURALES EN PARQUES Y ESPACIOS PÚBLICOS ",,,17,Sí,7,18/05/2000 FECHA DE REGISTRO,NO TIENEN SE LES SUGIERE RADICAR,27/SEPT./2016,16/08/2009,,,Sí,No,No,Sí,No Empalme,SI,SI,NO,NO,SI,SI,SI,SI,Sí,"CON LOS PROYECTOS DE INFRAESTRUCTURA, MEDIO AMBIENTE, INCLUSIÓN, DEPORTE, RECREACIÓN, EDUCACIÓN, ETC "
27/09/2017,08,BARRIO LA LADERA,Calle 59A Nº 36 - 30 Local 4,SI,Bueno,Bueno,Bueno,Bueno,Bueno,"Biblioteca León de Greiff, UVA La Imaginación ",Bueno,"Actividades culturales, bazar, lunada, actividades pedagógicas y de recreación ",SI,Sí,Sí,"Mujeres, Adultos, Adultos Mayores",SI,Sí,SI,4,SI,Sí,"Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia","Prevención riesgos epidemiologicos, jornada de vacunacion, covicom salud mental","Parches adolescentes, prevencion de drogas","Convivencia en paz, lunada",Club de fútbol - patinaje - natación - hockey ,Dias de sol,"Limpieza quebrada la loca, huerta comunitaria ","Club Rotarac, Convivencia en paz, lunada","Club Rotarac, Convivencia en paz",UPA Unidad productiva papelería ,UPA Unidad productiva papelería ,15,Sí,5,26/07/2017,No tienen se solicitara en SPC ,26/09/2017  se solicitara en SPC se lleva en un cuaderno,26/08/2017,Libro de actas  pendiente de registro en SPC ,,Sí,Sí,Sí,Sí,Empalme Parcial,NO,NO,NO,NO,NO,NO,NO,NO,Sí,Con acciones en pro de mejorar la calidad de vida de la comunidad 
27/08/2017,08,LA LIBERTAD N° 2,Diagonal 17D Nº 16B - 54,SI,No especifica,Regular,No especifica,No especifica,No especifica,"Salón Iglesia Cristiana, UVA La Libertad, Iglesia Nuestra Señora del Cobre",Bueno,"Trabajo social y comunitario, actividades recreativas, campañas de sensibilización ambientales y de salud, brigadas de limpieza ",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto",SI,Sí,SI,5,SI,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Campañas y charlas de salud,Talleres educativos,,Jornadas de recreación,Jornadas de recreación,"Campañas ambientales de sensibilizacion, convites",,"Talleres, charlas y campañas",,,13,Sí,5,Julio 1/2017,Julio 1/2017,Julio 1/2017,01/07/2017,,,Sí,Sí,Sí,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"Se ha fortalecido la participación de diferentes grupos poblacionales, se han mejorado temas como integración - identidad territorial - cultura ambiental"
16/09/2017,14,LA LOMA DE LOS MANGOS,Carrera 22 #19Sur-57,SI,No especifica,Bueno,No especifica,No especifica,No especifica,Montesorri,Bueno,Gestionan para mejorar la calidad de vida de los habitantes,SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,SI,4,SI,Sí,Fortalecer la Convivencia,"Campañas visuales, vacunación y ortodoncia",,,"Fubooll,Clase de Yogas y Rumba aeroica","Manualidades, salidas , bailes ",,,,,,14,Sí,3,15/08/2017,No tienen libro,02/09/2017,04/06/2017,,,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,NO,SI,,SI,NO,NO,Sí,PORQUE MEJORA LAS CONDICIONES DE VIDA DE LOS  HABITANTES
16/09/2017,60,BARRIO LA LOMA SECTOR BELLA VISTA,Calle 55 N° 131 09,SI,Regular,No especifica,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, convites, torneos fútbol mujeres y jóvenes, fiesta navideña, fiesta de la familia",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Afrodescendientes, Victimas del conflicto",SI,Sí,SI,1,NO,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia",Promocion y prevencion,Becas PP,Adulto mayor,Fútbol femenino y masculino,Semilleros,Manejo de pozos con el Dagrep,Mesa de trabajo la loma,Grupo de baile,,,13,Sí,2,02/07/2017,,07/09/2017,02/07/2017,,,Sí,No,No,Sí,Empalme Total,SI,SI,,SI,SI,SI,SI,SI,Sí,"En el mejoramiento de calidad de vida, implementando actividades que lleven a mejorar las condiciones de violencia en las que ha vivido el sector en conjunto con la mesa de trabajo la loma, brindando oportunidades de recreación, educación, a los jóvenes y al adulto mayor"
04/09/2017,04,LA MAQUINITA CAMPO VALDÉS,carrera 48 # 85 c 85,SI,Regular,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"campañas ambientales, recreación, manualidades, baile,actividades adultos mayores.",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores, Victimas del conflicto, Población en Situación de Discapacidad",SI,Sí,SI,2,NO,Sí,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Promover la productividad y el emprendimiento., Mejorar el acceso a los derechos, Fortalecer la Convivencia",campañas de salud visual.,jornadas recreativas,manualidades con los grupos de 3 edad.,jornadas deportivas.,actividades ludicas.,campañas de limpieza.,,talleres artísticos.,,,14,Sí,3,12 agosto 2017.,julio 2016.,agosto de 2017,01/09/2017,,,Sí,Sí,No,Sí,Empalme Parcial,SI,SI,NO,NO,NO,SI,NO,NO,Sí,"mejorando las condiciones de infraestructura, dándole accesibilidad a la ciudadanía a los programas de prevención."
07/09/2017,60,LA MONTAÑA,Calle 64 BC N° 105 A 155,SI,No especifica,Bueno,No especifica,No especifica,No especifica,No especifica,No especifica,"Asambleas, convites, actividades ludicas y recreativas, semilleros, campeonatos",SI,Sí,Sí,"Mujeres, Hombres, Jóvenes, Adultos, Adultos Mayores",SI,Sí,NO,formulación y gestión de proyectos,SI,No,"Mejorar la Infraestructura, Mejorar condiciones Medioambientales, Mejorar el acceso a los derechos, Fortalecer la Convivencia","Promocion y prevencion, feria de servicios","PP, becas ITM","Actividades con jóvenes, niños, victimas del conflicto y adulto mayor",Campeonato de futbol,Semilleros infantiles,"Jornadas de aseo, adecuación zonas verdes",Participación en el el colectivo de mujeres,"Tertulias, código de policia",Infraestructura,Construcción cunetas,15,Sí,4,09/04/2017,,28/11/2016,09/04/2017,,,Sí,Sí,No,Sí,Empalme Total,SI,SI,SI,SI,SI,SI,SI,SI,Sí,"En el cambio de paradigmas, valorando la diversidad etnica y teniendo en cuenta la mezcla de diferentes culturas en el territorio"
