Comuna,Codigo_comuna,Barrio,Codigo_barrio,Estrato_0,Estrato_1,Estrato_2,Estrato_3,Estrato_4,Estrato_5,Estrato_6,Annio
LA AMERICA,12,LA FLORESTA,1205,0,0,0,33,20,2,0,2013
LA AMERICA,12,SANTA LUCIA,1206,0,0,0,62,0,0,0,2013
LA AMERICA,12,EL DANUBIO,1207,0,0,0,31,12,0,0,2013
LA AMERICA,12,CAMPO ALEGRE,1208,0,0,2,35,20,0,0,2013
LA AMERICA,12,SANTA MONICA,1209,0,0,1,3,31,0,0,2013
LA AMERICA,12,CRISTOBAL,1210,0,0,0,32,4,1,0,2013
LA AMERICA,12,SIMON BOLIVAR,1211,0,0,0,0,4,14,0,2013
LA AMERICA,12,SANTA TERESITA,1212,0,1,0,5,2,17,0,2013
LA AMERICA,12,CALASANZ PARTE ALTA,1213,0,0,31,53,11,3,0,2013
SAN JAVIER,13,EL PESEBRE,1301,0,152,53,12,0,0,0,2013
SAN JAVIER,13,BLANQUIZAL,1302,0,74,31,0,0,0,0,2013
SAN JAVIER,13,SANTA ROSA DE LIMA,1303,0,2,39,2,3,0,0,2013
SAN JAVIER,13,LOS ALCAZARES,1304,0,1,1,76,7,1,0,2013
SAN JAVIER,13,METROPOLITANO,1305,0,34,39,11,0,0,0,2013
SAN JAVIER,13,LA PRADERA,1306,0,4,81,124,1,0,0,2013
SAN JAVIER,13,JUAN XXIII LA QUIEBRA,1307,0,147,92,1,0,0,0,2013
SAN JAVIER,13,SAN JAVIER No. 2,1308,0,0,2,28,3,0,0,2013
SAN JAVIER,13,SAN JAVIER No. 1,1309,0,0,3,51,0,0,0,2013
SAN JAVIER,13,VEINTE DE JULIO,1310,0,20,161,19,0,0,0,2013
SAN JAVIER,13,BELENCITO,1311,0,1,10,17,11,0,0,2013
SAN JAVIER,13,BETANIA,1312,1,0,81,20,0,0,0,2013
SAN JAVIER,13,EL CORAZON,1313,0,9,80,1,0,0,0,2013
SAN JAVIER,13,LAS INDEPENDENCIAS,1314,0,256,17,0,0,0,0,2013
SAN JAVIER,13,NUEVOS CONQUISTADORES,1315,0,168,5,0,0,0,0,2013
SAN JAVIER,13,EL SALADO,1316,0,139,52,37,0,0,0,2013
SAN JAVIER,13,EDUARDO SANTOS,1317,0,19,25,14,0,0,0,2013
SAN JAVIER,13,ANTONIO NARIÑO,1318,0,41,192,13,0,0,0,2013
SAN JAVIER,13,EL SOCORRO,1319,0,1,97,8,0,0,0,2013
EL POBLADO,14,BARRIO COLOMBIA,1401,0,0,0,1,0,0,0,2013
EL POBLADO,14,VILLA CARLOTA,1403,0,0,0,0,4,0,0,2013
EL POBLADO,14,CASTROPOL,1404,0,0,0,0,0,3,2,2013
EL POBLADO,14,LAS LOMAS No. 1,1406,0,0,0,0,0,1,1,2013
EL POBLADO,14,LAS LOMAS No. 2,1407,0,0,0,0,0,1,0,2013
EL POBLADO,14,EL TESORO,1409,0,0,1,4,0,0,1,2013
EL POBLADO,14,LOS NARANJOS,1410,0,0,9,7,1,0,1,2013
EL POBLADO,14,LOS BALSOS No. 1,1411,0,0,4,0,0,1,1,2013
EL POBLADO,14,SAN LUCAS,1412,0,0,2,2,0,0,0,2013
EL POBLADO,14,EL DIAMANTE No. 2,1413,0,0,0,0,0,0,2,2013
EL POBLADO,14,EL CASTILLO,1414,0,0,1,0,0,0,0,2013
EL POBLADO,14,LOS BALSOS No. 2,1415,0,0,0,0,0,0,2,2013
EL POBLADO,14,ALEJANDRIA,1416,0,0,5,3,0,0,3,2013
EL POBLADO,14,LA FLORIDA,1417,0,0,2,0,0,0,1,2013
EL POBLADO,14,EL POBLADO,1418,0,0,0,0,1,0,0,2013
EL POBLADO,14,MANILA,1419,0,0,0,1,13,1,0,2013
EL POBLADO,14,ASTORGA,1420,0,0,0,0,2,1,0,2013
EL POBLADO,14,PATIO BONITO,1421,0,0,0,0,1,3,4,2013
EL POBLADO,14,LA AGUACATALA,1422,0,0,0,0,0,0,4,2013
EL POBLADO,14,SANTA MARIA DE LOS ANGELES,1423,0,0,0,0,0,2,6,2013
GUAYABAL,15,TRINIDAD,1503,0,14,11,146,2,0,0,2013
GUAYABAL,15,SANTA FE,1504,0,0,0,1,42,0,0,2013
GUAYABAL,15,CAMPO AMOR,1507,0,0,0,20,23,0,0,2013
GUAYABAL,15,CRISTO REY,1509,0,0,1,123,5,0,0,2013
GUAYABAL,15,GUAYABAL,1510,0,0,0,19,7,0,0,2013
GUAYABAL,15,LA COLINA,1511,0,0,206,104,1,0,0,2013
BELEN,16,FATIMA,1601,0,0,0,23,8,1,0,2013
BELEN,16,ROSALES,1602,0,0,0,0,4,9,0,2013
BELEN,16,BELEN,1603,0,0,0,30,32,1,0,2013
BELEN,16,GRANADA,1604,0,0,1,26,4,0,0,2013
BELEN,16,SAN BERNARDO,1605,0,0,2,222,4,0,0,2013
BELEN,16,LAS PLAYAS,1606,0,0,0,101,3,0,0,2013
BELEN,16,DIEGO ECHAVARRIA,1607,0,0,0,12,1,2,0,2013
BELEN,16,LA MOTA,1608,0,0,16,7,4,3,0,2013
BELEN,16,LA HONDONADA,1609,0,16,7,54,4,0,0,2013
BELEN,16,EL RINCON,1610,0,79,230,87,1,0,0,2013
BELEN,16,LOMA DE LOS BERNAL,1611,0,0,13,0,10,2,0,2013
BELEN,16,LA GLORIA,1612,0,0,1,34,19,1,0,2013
BELEN,16,ALTAVISTA,1613,0,3,218,45,5,0,0,2013
BELEN,16,LA PALMA,1614,0,0,4,11,5,3,0,2013
BELEN,16,LOS ALPES,1615,0,0,1,54,1,0,0,2013
BELEN,16,LAS VIOLETAS,1616,0,9,190,8,0,0,0,2013
BELEN,16,LAS MERCEDES,1617,0,0,11,88,1,0,0,2013
BELEN,16,NUEVA VILLA DEL ABURRA,1618,0,0,0,4,1,2,0,2013
BELEN,16,MIRAVALLE,1619,0,0,0,0,15,1,0,2013
BELEN,16,EL NOGAL-LOS ALMENDROS,1620,0,0,0,0,4,1,0,2013
SAN SEBASTIAN DE PALMITAS,50,LA SUIZA,5001,0,0,1,0,0,0,0,2013
SAN SEBASTIAN DE PALMITAS,50,LA FRISOLA,5002,0,2,2,0,0,0,0,2013
SAN SEBASTIAN DE PALMITAS,50,LA VOLCANA GUAYABAL,5003,0,2,2,0,0,0,0,2013
SAN SEBASTIAN DE PALMITAS,50,PALMITAS SECTOR CENTRAL,5004,0,4,6,1,0,0,0,2013
SAN SEBASTIAN DE PALMITAS,50,LA ALDEA,5005,0,10,7,0,0,0,0,2013
SAN SEBASTIAN DE PALMITAS,50,POTRERA MISERENGA,5006,0,2,0,0,0,0,0,2013
SAN SEBASTIAN DE PALMITAS,50,LA URQUITA,5007,0,5,6,0,0,0,0,2013
SAN CRISTOBAL,60,CABECERA URBANA SAN CRISTOBAL,6000,0,14,213,55,0,0,0,2013
SAN CRISTOBAL,60,LA LOMA,6001,0,102,178,4,0,0,0,2013
SAN CRISTOBAL,60,LA PALMA-EL PATIO,6002,0,15,92,5,0,0,0,2013
SAN CRISTOBAL,60,LAS PLAYAS,6003,0,2,8,0,0,0,0,2013
SAN CRISTOBAL,60,EL UVITO,6004,0,1,2,0,0,0,0,2013
SAN CRISTOBAL,60,NARANJAL,6005,0,0,2,0,0,0,0,2013
SAN CRISTOBAL,60,LA CUCHILLA,6006,0,3,4,0,0,0,0,2013
SAN CRISTOBAL,60,EL LLANO,6007,0,5,23,1,0,0,0,2013
SAN CRISTOBAL,60,TRAVESIAS,6008,0,5,62,2,1,0,0,2013
SAN CRISTOBAL,60,PEDREGAL ALTO,6009,0,1,30,0,0,0,0,2013
SAN CRISTOBAL,60,PAJARITO,6011,0,77,408,207,1,0,0,2013
SAN CRISTOBAL,60,EL PICACHO,6012,0,7,2,0,0,0,0,2013
SAN CRISTOBAL,60,EL CARMELO,6013,0,0,1,0,0,0,0,2013
SAN CRISTOBAL,60,YOLOMBO,6014,0,0,5,0,0,0,0,2013
SAN CRISTOBAL,60,SAN JOSE DE LA MONTAÑA,6015,0,1,10,0,0,0,0,2013
SAN CRISTOBAL,60,BOQUERON,6016,0,1,4,0,0,0,0,2013
ALTAVISTA,70,ALTAVISTA SECTOR CENTRAL,7001,0,44,292,3,0,0,0,2013
ALTAVISTA,70,AGUAS FRIAS,7002,0,1,0,0,0,0,0,2013
ALTAVISTA,70,BUGA PATIO BONITO,7084,0,0,4,2,0,0,0,2013
ALTAVISTA,70,EL CORAZON EL MORRO,7088,0,12,50,0,0,0,0,2013
ALTAVISTA,70,SAN JOSE DEL MANZANILLO,7089,0,8,17,0,0,0,0,2013
SAN ANTONIO DE PRADO,80,CABECERA SAN ANTONIO DE PRADO,8000,0,39,784,268,2,0,0,2013
SAN ANTONIO DE PRADO,80,EL VERGEL,8001,0,10,162,4,0,0,0,2013
SAN ANTONIO DE PRADO,80,LA FLORIDA,8002,0,1,13,0,0,0,0,2013
SAN ANTONIO DE PRADO,80,LA VERDE,8005,0,4,27,1,0,0,0,2013
SAN ANTONIO DE PRADO,80,EL SALADO,8006,0,4,11,0,1,0,0,2013
SAN ANTONIO DE PRADO,80,EL ASTILLERO,8007,0,0,3,0,0,0,0,2013
SAN ANTONIO DE PRADO,80,YARUMALITO,8008,0,1,2,0,0,0,0,2013
SAN ANTONIO DE PRADO,80,SUBURBANO POTRERITO,8089,0,1,3,0,0,0,0,2013
SANTA ELENA,90,EL CERRO,9001,0,0,7,1,0,0,0,2013
SANTA ELENA,90,EL LLANO SE,9002,0,0,12,1,0,0,0,2013
SANTA ELENA,90,EL PLAN,9003,0,1,23,4,0,0,0,2013
SANTA ELENA,90,LAS PALMAS,9004,0,7,5,0,0,0,0,2013
SANTA ELENA,90,MEDIA LUNA,9005,0,9,12,2,1,0,0,2013
SANTA ELENA,90,SANTA ELENA SECTOR CENTRAL,9006,0,4,20,3,0,0,0,2013
SANTA ELENA,90,EL PLACER,9007,0,0,9,1,0,0,0,2013
SANTA ELENA,90,PIEDRAS BLANCAS,9008,0,8,2,2,0,0,0,2013
SANTA ELENA,90,PIEDRA GORDA,9012,0,4,11,0,0,0,0,2013
SANTA ELENA,90,BARRO BLANCO,9013,0,3,13,1,0,0,0,2013
POPULAR,01,SANTO DOMINGO SAVIO No. 1,0101,0,129,312,1,0,0,0,2014
POPULAR,01,SANTO DOMINGO SAVIO No. 2,0102,0,159,40,0,1,0,0,2014
POPULAR,01,POPULAR,0103,0,87,339,1,0,0,0,2014
POPULAR,01,GRANIZAL,0104,0,27,180,1,0,0,0,2014
POPULAR,01,MOSCU No. 2,0105,0,37,161,0,0,0,0,2014
POPULAR,01,VILLA GUADALUPE,0106,0,37,152,1,0,0,0,2014
POPULAR,01,SAN PABLO,0107,0,61,193,0,0,0,0,2014
POPULAR,01,EL COMPROMISO,0108,0,60,4,0,0,0,0,2014
POPULAR,01,ALDEA PABLO VI,0109,0,47,1,0,0,0,0,2014
POPULAR,01,LA ESPERANZA No. 2,0110,0,53,8,1,0,0,0,2014
POPULAR,01,LA AVANZADA,0111,0,160,3,0,3,0,0,2014
POPULAR,01,CARPINELO,0112,0,208,0,0,0,0,0,2014
SANTA CRUZ,02,LA ISLA,0201,0,38,184,1,0,0,0,2014
SANTA CRUZ,02,EL PLAYON DE LOS COMUNEROS,0202,0,78,91,0,0,0,0,2014
SANTA CRUZ,02,PABLO VI,0203,0,1,82,0,0,0,0,2014
SANTA CRUZ,02,LA FRONTERA,0204,0,20,83,0,0,0,0,2014
SANTA CRUZ,02,LA FRANCIA,0205,0,28,216,0,0,0,0,2014
SANTA CRUZ,02,ANDALUCIA,0206,0,13,133,0,0,0,0,2014
SANTA CRUZ,02,VILLA DEL SOCORRO,0207,0,29,186,1,0,0,0,2014
SANTA CRUZ,02,VILLA NIZA,0208,0,10,103,0,0,0,0,2014
SANTA CRUZ,02,MOSCU No. 1,0209,0,17,134,0,0,0,0,2014
SANTA CRUZ,02,SANTA CRUZ,0210,0,11,208,0,0,0,0,2014
SANTA CRUZ,02,LA ROSA,0211,0,30,83,1,0,0,0,2014
MANRIQUE,03,LA SALLE,0301,0,15,258,0,0,0,0,2014
MANRIQUE,03,LAS GRANJAS,0302,0,73,341,2,1,0,0,2014
MANRIQUE,03,CAMPO VALDES No. 2,0303,0,0,69,122,0,0,0,2014
MANRIQUE,03,SANTA INES,0304,0,93,194,0,0,0,0,2014
MANRIQUE,03,EL RAIZAL,0305,0,37,150,0,0,0,0,2014
MANRIQUE,03,EL POMAR,0306,0,0,29,31,0,0,0,2014
MANRIQUE,03,MANRIQUE CENTRAL No. 2,0307,0,0,5,61,0,0,0,2014
MANRIQUE,03,MANRIQUE ORIENTAL,0308,0,2,135,33,1,0,0,2014
MANRIQUE,03,VERSALLES No. 1,0309,0,69,173,0,0,0,0,2014
MANRIQUE,03,VERSALLES No. 2,0310,1,183,2,0,0,0,0,2014
MANRIQUE,03,LA CRUZ,0311,0,247,4,0,0,0,0,2014
MANRIQUE,03,ORIENTE,0312,0,131,2,0,0,0,0,2014
MANRIQUE,03,MARIA CANO-CARAMBOLAS,0313,0,166,0,0,0,0,0,2014
MANRIQUE,03,SAN JOSE LA CIMA No. 1,0314,0,53,14,0,0,0,0,2014
MANRIQUE,03,SAN JOSE LA CIMA No. 2,0315,0,22,3,0,0,0,0,2014
ARANJUEZ,04,BERLIN,0401,0,7,34,65,0,0,0,2014
ARANJUEZ,04,SAN ISIDRO,0402,1,8,65,110,0,0,0,2014
ARANJUEZ,04,PALERMO,0403,0,29,84,1,0,0,0,2014
ARANJUEZ,04,BERMEJAL-LOS ALAMOS,0404,0,27,109,0,2,0,0,2014
ARANJUEZ,04,MORAVIA,0405,0,173,325,0,0,0,0,2014
ARANJUEZ,04,SEVILLA,0407,0,0,1,28,0,0,0,2014
ARANJUEZ,04,SAN PEDRO,0408,0,0,54,46,1,0,0,2014
ARANJUEZ,04,MANRIQUE CENTRAL No. 1,0409,0,0,8,82,0,0,0,2014
ARANJUEZ,04,CAMPO VALDES No. 1,0410,0,1,3,144,0,0,0,2014
ARANJUEZ,04,LAS ESMERALDAS,0411,0,9,35,47,0,0,0,2014
ARANJUEZ,04,LA PIÑUELA,0412,0,4,21,82,0,0,0,2014
ARANJUEZ,04,ARANJUEZ,0413,0,0,15,59,0,0,0,2014
ARANJUEZ,04,BRASILIA,0414,0,0,22,121,0,0,0,2014
ARANJUEZ,04,MIRANDA,0415,0,0,116,2,0,0,0,2014
CASTILLA,05,TOSCANA,0501,0,10,68,22,0,0,0,2014
CASTILLA,05,LAS BRISAS,0502,0,0,0,77,0,0,0,2014
CASTILLA,05,FLORENCIA,0503,0,0,11,118,0,0,0,2014
CASTILLA,05,TEJELO,0504,0,2,4,119,0,0,0,2014
CASTILLA,05,BOYACA,0505,0,0,0,58,0,0,0,2014
CASTILLA,05,HECTOR ABAD GOMEZ,0507,0,18,53,8,0,0,0,2014
CASTILLA,05,BELALCAZAR,0508,0,4,53,35,0,0,0,2014
CASTILLA,05,GIRARDOT,0509,0,0,19,133,0,0,0,2014
CASTILLA,05,TRICENTENARIO,0510,0,4,5,64,0,0,0,2014
CASTILLA,05,CASTILLA,0511,0,0,24,252,0,0,0,2014
CASTILLA,05,FRANCISCO ANTONIO ZEA,0513,0,0,65,77,0,0,0,2014
CASTILLA,05,ALFONSO LOPEZ,0514,0,1,43,102,0,0,0,2014
CASTILLA,05,CARIBE,0517,0,0,0,13,2,0,0,2014
CASTILLA,05,EL PROGRESO,0519,0,0,1,18,6,0,0,2014
DOCE DE OCTUBRE,06,SANTANDER,0601,0,1,241,0,0,0,0,2014
DOCE DE OCTUBRE,06,DOCE DE OCTUBRE No. 1,0602,0,8,224,1,1,0,0,2014
DOCE DE OCTUBRE,06,DOCE DE OCTUBRE No. 2,0603,0,0,190,1,0,0,0,2014
DOCE DE OCTUBRE,06,PEDREGAL,0604,0,0,31,198,0,0,0,2014
DOCE DE OCTUBRE,06,LA ESPERANZA,0605,0,0,47,228,0,0,0,2014
DOCE DE OCTUBRE,06,SAN MARTIN DE PORRES,0606,0,1,178,60,1,0,0,2014
DOCE DE OCTUBRE,06,KENNEDY,0607,0,2,444,6,0,0,0,2014
DOCE DE OCTUBRE,06,PICACHO,0608,0,169,87,7,1,0,0,2014
DOCE DE OCTUBRE,06,PICACHITO,0609,0,85,2,1,0,0,0,2014
DOCE DE OCTUBRE,06,MIRADOR DEL DOCE,0610,0,69,3,0,0,0,0,2014
DOCE DE OCTUBRE,06,PROGRESO No. 2,0611,0,77,4,0,0,0,0,2014
DOCE DE OCTUBRE,06,EL TRIUNFO,0612,0,61,2,0,0,0,0,2014
ROBLEDO,07,CERRO EL VOLADOR,0702,0,0,23,4,0,0,0,2014
ROBLEDO,07,SAN GERMAN,0703,0,0,16,19,9,0,0,2014
ROBLEDO,07,FACULTAD DE MINAS,0705,0,0,0,5,0,0,0,2014
ROBLEDO,07,PILARICA,0706,0,1,0,3,1,2,0,2014
ROBLEDO,07,BOSQUES DE SAN PABLO,0707,0,0,0,2,10,0,0,2014
ROBLEDO,07,ALTAMIRA,0708,0,0,0,30,8,0,0,2014
ROBLEDO,07,CORDOBA,0709,0,34,57,48,1,0,0,2014
ROBLEDO,07,LOPEZ DE MESA,0710,0,0,2,43,0,0,0,2014
ROBLEDO,07,EL DIAMANTE,0711,0,0,180,21,0,0,0,2014
ROBLEDO,07,AURES No. 1,0712,0,1,324,4,0,0,0,2014
ROBLEDO,07,AURES No. 2,0713,1,22,358,41,0,0,0,2014
ROBLEDO,07,BELLO HORIZONTE,0714,0,1,116,6,0,0,0,2014
ROBLEDO,07,VILLA FLORA,0715,0,0,77,8,1,0,0,2014
ROBLEDO,07,PALENQUE,0716,0,0,11,62,6,0,0,2014
ROBLEDO,07,ROBLEDO,0717,0,1,18,39,3,0,0,2014
ROBLEDO,07,CUCARACHO,0718,0,15,54,127,0,0,0,2014
ROBLEDO,07,FUENTE CLARA,0719,0,20,44,0,0,0,0,2014
ROBLEDO,07,SANTA MARGARITA,0720,0,59,99,0,1,0,0,2014
ROBLEDO,07,OLAYA HERRERA,0722,0,255,6,2,0,0,0,2014
ROBLEDO,07,PAJARITO,0723,0,2,10,65,1,1,0,2014
ROBLEDO,07,MONTECLARO,0724,0,1,1,78,0,0,0,2014
ROBLEDO,07,NUEVA VILLA DE LA IGUANA,0725,0,82,12,1,0,0,0,2014
VILLA HERMOSA,08,VILLA HERMOSA,0801,0,2,30,94,0,0,0,2014
VILLA HERMOSA,08,LA MANSION,0802,0,0,6,63,0,0,0,2014
VILLA HERMOSA,08,SAN MIGUEL,0803,0,0,34,51,10,0,0,2014
VILLA HERMOSA,08,LA LADERA,0804,0,6,25,16,0,0,0,2014
VILLA HERMOSA,08,BATALLON GIRARDOT,0805,0,1,1,1,0,0,0,2014
VILLA HERMOSA,08,LLANADITAS,0806,0,252,2,0,0,0,0,2014
VILLA HERMOSA,08,LOS MANGOS,0807,0,75,226,3,0,0,0,2014
VILLA HERMOSA,08,ENCISO,0808,0,4,105,90,0,0,0,2014
VILLA HERMOSA,08,SUCRE,0809,0,1,21,52,0,0,0,2014
VILLA HERMOSA,08,EL PINAL,0810,0,21,233,1,1,0,0,2014
VILLA HERMOSA,08,TRECE DE NOVIEMBRE,0811,0,191,2,0,0,0,0,2014
VILLA HERMOSA,08,LA LIBERTAD,0812,0,92,97,0,0,0,0,2014
VILLA HERMOSA,08,VILLA TINA,0813,1,109,124,0,0,0,0,2014
VILLA HERMOSA,08,SAN ANTONIO,0814,0,101,6,0,0,0,0,2014
VILLA HERMOSA,08,LAS ESTANCIAS,0815,0,83,76,0,0,0,0,2014
VILLA HERMOSA,08,VILLA TURBAY,0816,0,58,1,0,0,0,0,2014
VILLA HERMOSA,08,LA SIERRA,0817,0,55,0,0,0,0,0,2014
VILLA HERMOSA,08,VILLA LILIAM,0819,0,34,59,0,0,0,0,2014
BUENOS AIRES,09,JUAN PABLO II,0901,0,28,21,1,0,0,0,2014
BUENOS AIRES,09,BARRIOS DE JESUS,0902,0,26,107,37,0,0,0,2014
BUENOS AIRES,09,BOMBONA No. 2,0903,0,3,167,59,5,0,0,2014
BUENOS AIRES,09,LOS CERROS-EL VERGEL,0904,0,0,46,68,4,0,0,2014
BUENOS AIRES,09,ALEJANDRO ECHAVARRIA,0905,0,0,14,73,0,0,0,2014
BUENOS AIRES,09,BARRIO CAICEDO,0906,0,0,15,62,0,0,0,2014
BUENOS AIRES,09,BUENOS AIRES,0907,0,0,0,104,1,0,0,2014
BUENOS AIRES,09,MIRAFLORES,0908,0,0,1,70,12,0,0,2014
BUENOS AIRES,09,CATALUÑA,0909,0,0,10,89,0,0,0,2014
BUENOS AIRES,09,LA MILAGROSA,0910,0,0,1,64,0,0,0,2014
BUENOS AIRES,09,GERONA,0911,0,0,8,108,0,0,0,2014
BUENOS AIRES,09,EL SALVADOR,0912,0,0,33,138,0,0,0,2014
BUENOS AIRES,09,LORETO,0913,0,2,261,105,5,0,0,2014
BUENOS AIRES,09,ASOMADERA No. 1,0914,0,7,50,1,7,0,0,2014
BUENOS AIRES,09,OCHO DE MARZO,0917,0,33,6,0,0,0,0,2014
LA CANDELARIA,10,PRADO,1001,0,0,1,15,79,0,0,2014
LA CANDELARIA,10,JESUS NAZARENO,1003,0,0,1,51,1,0,0,2014
LA CANDELARIA,10,EL CHAGUALO,1004,0,0,0,69,0,0,0,2014
LA CANDELARIA,10,ESTACION VILLA,1005,0,0,1,20,4,0,0,2014
LA CANDELARIA,10,SAN BENITO,1006,0,0,0,29,8,0,0,2014
LA CANDELARIA,10,GUAYAQUIL,1007,0,0,0,1,5,0,0,2014
LA CANDELARIA,10,CORAZON DE JESUS,1008,0,0,1,0,2,0,0,2014
LA CANDELARIA,10,CALLE NUEVA,1011,0,0,0,0,6,0,0,2014
LA CANDELARIA,10,COLON,1013,0,0,25,51,4,0,0,2014
LA CANDELARIA,10,LAS PALMAS,1014,0,3,113,45,5,0,0,2014
LA CANDELARIA,10,BOMBONA No. 1,1015,0,0,0,51,23,0,0,2014
LA CANDELARIA,10,BOSTON,1016,0,0,3,29,67,0,0,2014
LA CANDELARIA,10,LOS ANGELES,1017,0,0,0,12,35,0,0,2014
LA CANDELARIA,10,VILLA NUEVA,1018,0,0,0,18,37,0,0,2014
LA CANDELARIA,10,LA CANDELARIA,1019,1,0,0,12,15,0,0,2014
LA CANDELARIA,10,SAN DIEGO,1020,0,0,49,4,2,3,0,2014
LAURELES,11,CARLOS E. RESTREPO,1101,0,0,0,0,18,0,0,2014
LAURELES,11,SURAMERICANA,1102,0,0,0,0,1,6,0,2014
LAURELES,11,NARANJAL,1103,0,0,5,10,3,1,0,2014
LAURELES,11,SAN JOAQUIN,1104,0,0,0,4,53,0,0,2014
LAURELES,11,LOS CONQUISTADORES,1105,0,0,0,0,3,17,0,2014
LAURELES,11,BOLIVARIANA,1106,0,0,0,0,14,10,0,2014
LAURELES,11,LAURELES,1107,0,0,0,0,3,21,0,2014
LAURELES,11,LAS ACACIAS,1108,0,0,0,0,5,12,0,2014
LAURELES,11,LA CASTELLANA,1109,0,0,0,0,4,22,0,2014
LAURELES,11,LORENA,1110,0,0,0,4,19,11,0,2014
LAURELES,11,EL VELODROMO,1111,0,0,0,0,14,12,0,2014
LAURELES,11,ESTADIO,1112,0,0,0,0,2,17,0,2014
LAURELES,11,LOS COLORES,1113,0,0,0,0,51,24,0,2014
LAURELES,11,CUARTA BRIGADA,1114,0,0,0,0,23,1,0,2014
LAURELES,11,FLORIDA NUEVA,1115,0,0,0,1,37,10,0,2014
LA AMERICA,12,FERRINI,1201,0,1,9,6,10,4,0,2014
LA AMERICA,12,CALASANZ,1202,0,1,0,0,2,21,0,2014
LA AMERICA,12,LOS PINOS,1203,0,0,0,0,32,0,0,2014
LA AMERICA,12,LA AMERICA,1204,0,0,1,28,35,0,0,2014
LA AMERICA,12,LA FLORESTA,1205,0,0,0,38,21,5,0,2014
LA AMERICA,12,SANTA LUCIA,1206,0,0,0,80,6,0,0,2014
LA AMERICA,12,EL DANUBIO,1207,0,0,1,32,19,0,0,2014
LA AMERICA,12,CAMPO ALEGRE,1208,0,0,2,34,21,0,0,2014
LA AMERICA,12,SANTA MONICA,1209,0,0,0,6,47,0,0,2014
LA AMERICA,12,CRISTOBAL,1210,0,0,0,52,5,0,0,2014
LA AMERICA,12,SIMON BOLIVAR,1211,0,0,0,0,1,18,0,2014
LA AMERICA,12,SANTA TERESITA,1212,0,0,0,2,5,24,0,2014
LA AMERICA,12,CALASANZ PARTE ALTA,1213,0,0,33,58,18,5,0,2014
SAN JAVIER,13,EL PESEBRE,1301,0,156,49,20,1,0,0,2014
SAN JAVIER,13,BLANQUIZAL,1302,0,78,35,1,0,0,0,2014
SAN JAVIER,13,SANTA ROSA DE LIMA,1303,0,3,40,0,2,0,0,2014
SAN JAVIER,13,LOS ALCAZARES,1304,0,1,1,71,8,0,0,2014
SAN JAVIER,13,METROPOLITANO,1305,0,15,36,7,0,0,0,2014
SAN JAVIER,13,LA PRADERA,1306,0,9,77,133,0,0,0,2014
SAN JAVIER,13,JUAN XXIII LA QUIEBRA,1307,0,172,88,0,0,0,0,2014
SAN JAVIER,13,SAN JAVIER No. 2,1308,0,0,10,21,5,0,0,2014
SAN JAVIER,13,SAN JAVIER No. 1,1309,0,0,2,39,0,0,0,2014
SAN JAVIER,13,VEINTE DE JULIO,1310,0,29,154,24,0,0,0,2014
SAN JAVIER,13,BELENCITO,1311,0,2,8,22,18,0,0,2014
SAN JAVIER,13,BETANIA,1312,0,3,122,16,0,0,0,2014
SAN JAVIER,13,EL CORAZON,1313,0,6,74,0,0,0,0,2014
SAN JAVIER,13,LAS INDEPENDENCIAS,1314,0,326,12,0,0,0,0,2014
SAN JAVIER,13,NUEVOS CONQUISTADORES,1315,0,187,2,0,0,0,0,2014
SAN JAVIER,13,EL SALADO,1316,0,161,50,44,0,0,0,2014
SAN JAVIER,13,EDUARDO SANTOS,1317,0,15,35,18,0,0,0,2014
SAN JAVIER,13,ANTONIO NARIÑO,1318,0,44,161,14,0,0,0,2014
SAN JAVIER,13,EL SOCORRO,1319,0,1,73,3,1,0,0,2014
EL POBLADO,14,VILLA CARLOTA,1403,0,0,0,1,1,6,0,2014
EL POBLADO,14,CASTROPOL,1404,0,0,0,0,0,2,3,2014
EL POBLADO,14,LAS LOMAS No. 1,1406,0,0,0,0,0,2,3,2014
EL POBLADO,14,LAS LOMAS No. 2,1407,0,0,1,0,0,0,1,2014
EL POBLADO,14,ALTOS DEL POBLADO,1408,0,0,1,0,0,0,0,2014
EL POBLADO,14,EL TESORO,1409,0,0,11,3,0,1,4,2014
EL POBLADO,14,LOS NARANJOS,1410,0,0,4,7,1,1,4,2014
EL POBLADO,14,LOS BALSOS No. 1,1411,0,0,7,0,0,2,5,2014
EL POBLADO,14,SAN LUCAS,1412,0,0,1,1,0,0,1,2014
EL POBLADO,14,EL DIAMANTE No. 2,1413,0,0,0,0,0,1,5,2014
EL POBLADO,14,EL CASTILLO,1414,0,0,0,0,0,0,1,2014
EL POBLADO,14,LOS BALSOS No. 2,1415,0,0,2,0,0,0,4,2014
EL POBLADO,14,ALEJANDRIA,1416,0,0,6,4,0,1,1,2014
EL POBLADO,14,LA FLORIDA,1417,0,0,3,0,0,2,5,2014
EL POBLADO,14,EL POBLADO,1418,0,0,0,1,1,1,0,2014
EL POBLADO,14,MANILA,1419,0,0,0,1,9,2,0,2014
EL POBLADO,14,ASTORGA,1420,0,0,0,0,1,0,0,2014
EL POBLADO,14,PATIO BONITO,1421,0,0,0,0,0,2,3,2014
EL POBLADO,14,LA AGUACATALA,1422,0,0,0,0,0,0,2,2014
EL POBLADO,14,SANTA MARIA DE LOS ANGELES,1423,0,0,0,1,0,2,1,2014
